Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
coffee bean cold brew nutrition,12,12,50,83.48,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0,0,0.07,0,"[78,11,11,11,100,100,11,22,22,78,33,22]",8/22/2020,"Knowledge panel, Carousel, Site links, Reviews, Image, People also ask"
iced guava white tea lemonade caffeine content,49,49,90,83.64,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,0,0,0,0,78,"[0,0,0,29,14,14,14,29,100,14,14,57]",8/19/2020,"Image pack, Reviews, Image, AdWords top, Video Carousel, People also ask"
cleveland bagel,81,81,2400,86.03,0,https://www.dunkindonuts.com/en/menu,0,0,0,0.01,100,"[53,53,53,44,53,67,67,67,53,44,100,100]",8/18/2020,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
baskin robbins cake order,78,0,1000,79.33,3.06,https://news.dunkindonuts.com/blog/tampa-combo-franchisee-spotlight-tim-cloe,0,0,0,0.03,2060000,"[46,46,46,46,38,38,46,46,38,68,100,100]",8/30/2020,"Image, People also ask, FAQ"
coffee fort myers beach,90,90,70,78.31,0,https://www.dunkindonuts.com/,0,0,0,0.01,40,"[11,11,11,11,11,11,33,11,11,100,11,11]",8/17/2020,"Local pack, Image pack, Reviews, Video, AdWords top"
apple store duluth,75,75,20,82.51,0.88,https://www.dunkindonuts.com/,0,0,0,0.04,3620000,"[11,11,11,11,33,11,100,44,22,11,11,11]",8/14/2020,"Knowledge panel, Image pack, Site links, Reviews, Video, People also ask"
how many oz is dunkin donuts medium coffee,2,2,90,90,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/coffee,11,0,0,0.01,554000,"[20,20,20,20,100,20,40,20,40,60,20,20]",8/18/2020,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask"
donut hole near me,17,17,1900,85.47,2.81,https://www.dunkindonuts.com/en/food-drinks/donuts/munchkins,7,0,21,0.18,58200000,"[83,66,66,66,55,66,66,66,55,34,66,100]",8/17/2020,"Local pack, Image pack, Reviews, Image"
texas restaurant supply irving,91,91,70,65.79,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.09,8880000,"[0,0,0,0,75,50,100,25,25,25,50,25]",8/15/2020,"Knowledge panel, Image pack, Site links, Reviews"
pop up wedding chapel las vegas,39,39,70,70.36,0,https://news.dunkindonuts.com/blog/dunkin-and-andy-grammer-share-the-love-at-wedding-pop-up-in-vegas,0,0,0,0.24,1720000,"[50,25,50,25,50,25,25,25,75,25,25,100]",8/18/2020,"Image pack, Site links, Reviews, Video, Video Carousel"
richmond american peoria az,77,77,20,83.99,0.41,https://www.dunkindonuts.com/,0,0,0,0.07,5810000,"[0,0,0,25,25,75,25,25,25,50,25,100]",8/18/2020,"Local pack, Image pack, Site links, Reviews, Video, Video Carousel"
how to transfer grab points to another person,56,56,70,82.47,0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0,0,0,102000000,"[0,0,0,0,0,0,100,33,33,33,33,0]",8/15/2020,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask"
dunkin donuts canonsburg,96,96,30,82.86,0,https://www.dunkindonuts.com/,0,0,0,0.02,99,"[43,14,43,14,14,14,14,14,14,100,14,29]",8/12/2020,"Knowledge panel, Image pack, Reviews"
dunkin donuts canonsburg,97,97,30,82.86,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.02,99,"[43,14,43,14,14,14,14,14,14,100,14,29]",8/12/2020,"Knowledge panel, Image pack, Reviews"
dunkin donuts canonsburg,98,98,30,82.86,0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,0,0,0,0.02,99,"[43,14,43,14,14,14,14,14,14,100,14,29]",8/12/2020,"Knowledge panel, Image pack, Reviews"
k cup milk chocolate hot cocoa,96,96,20,87.55,2.6,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0,0,1,5460000,"[20,20,60,20,20,100,60,20,20,40,20,60]",8/17/2020,"Image pack, Reviews, Video Carousel, People also ask"
edmonton to new york distance,42,42,70,77.47,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,21900000,"[29,14,14,14,14,57,0,29,100,43,29,57]",8/15/2020,"Instant answer, Reviews, Video, People also ask, FAQ"
baskin robbins job requirements,28,28,320,79.8,0.45,https://www.dunkindonuts.com/en/careers,0,0,0,0.04,95,"[100,81,81,67,67,54,81,67,54,54,23,67]",8/23/2020,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, People also ask"
fuel cafe menu,88,88,590,70.21,0,https://www.dunkindonuts.com/,0,0,0,0.02,62900000,"[100,100,82,82,82,67,100,67,67,44,54,67]",8/16/2020,"Image pack, Site links, Reviews"
whole wheat bagel nutrition,69,69,320,84,0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0,0,0.01,0,"[81,67,67,81,54,35,81,100,54,44,54,54]",8/21/2020,"Carousel, Image pack, Reviews, Featured snippet, Image, People also ask"
coffee in johnson city tn,85,85,30,74.57,0,https://www.dunkindonuts.com/,0,0,0,0,51,"[0,0,0,0,0,25,25,25,25,50,25,100]",7/24/2020,"Local pack, Image pack, Reviews, Video Carousel"
apple bananas near me,82,82,30,73.42,0,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0.82,862000000,"[100,20,60,40,20,20,20,80,20,20,20,20]",8/15/2020,"Local pack, Image pack, Reviews, Video, Image, People also ask"
directions to the closest gas station to my location,89,89,30,80.44,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.03,616000000,"[14,100,100,29,14,14,14,14,14,14,14,14]",8/29/2020,Instant answer
2018 dunkin donuts menu,4,4,50,87.08,0,https://www.dunkindonuts.com/en/menu/nutrition,0,0,0,0,1480000,"[33,0,0,0,33,100,0,0,0,0,0,0]",8/23/2020,"Image pack, Site links, Reviews, Tweet, People also ask"
2018 dunkin donuts menu,3,3,50,87.08,0,https://news.dunkindonuts.com/news/introducing-the-dunkin-run-dunkins-new-menu-of-irresistible-snacks-perfect-any-time-of-day,0,0,0,0,1480000,"[33,0,0,0,33,100,0,0,0,0,0,0]",8/23/2020,"Image pack, Site links, Reviews, Tweet, People also ask"
2018 dunkin donuts menu,1,1,50,87.08,0,https://www.dunkindonuts.com/en/menu,40,0,0,0,1480000,"[33,0,0,0,33,100,0,0,0,0,0,0]",8/23/2020,"Image pack, Site links, Reviews, Tweet, People also ask"
2018 dunkin donuts menu,2,2,50,87.08,0,https://news.dunkindonuts.com/news/dunkin-donuts-doubles-down-on-value-with-launch-of-new-dunkin-go2s,1,0,0,0,1480000,"[33,0,0,0,33,100,0,0,0,0,0,0]",8/23/2020,"Image pack, Site links, Reviews, Tweet, People also ask"
wilson donut shop,30,30,880,86.4,0,https://www.dunkindonuts.com/,1,0,0,0,2220000,"[55,55,45,55,55,55,55,68,68,77,100,77]",8/18/2020,"Knowledge panel, Image pack, Reviews, Video, Image, Video Carousel"
best blended drinks,38,0,50,85.14,2.34,https://www.dunkindonuts.com/en/menu/frozen-drinks,0,0,0,0.24,44900000,"[12,6,82,100,100,6,6,6,6,6,6,6]",8/30/2020,"Site links, Image"
shell near me hours,81,81,880,66.71,0,https://www.dunkindonuts.com/,0,0,0,0.01,934000000,"[100,100,100,82,82,100,100,82,100,100,100,100]",8/18/2020,"Reviews, People also ask"
phone number for grubhub delivery,68,68,90,93.17,1.4,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.24,16200000,"[0,0,0,0,100,100,100,100,100,100,100,100]",8/19/2020,"Instant answer, Knowledge panel, Site links, Reviews, AdWords bottom, People also ask"
how many calories in dunkin donuts hash browns,2,2,140,76.09,0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/hashbrowns,18,0,0,0,28,"[43,52,67,52,52,52,81,67,43,52,81,100]",8/23/2020,"Image pack, Reviews, Video, Featured snippet, Image, People also ask"
point marion restaurants,91,91,70,84.05,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,27700000,"[11,11,11,78,22,22,11,100,11,22,11,11]",8/17/2020,"Local pack, Image pack, Reviews"
big chocolates for sale,69,69,20,85.41,0,https://www.dunkindonuts.com/en/menu/teas-and-more/hot-chocolate,0,0,0,0,28000000,"[20,20,20,20,0,20,20,60,100,0,20,20]",8/16/2020,"Local pack, Site links, Reviews, Video, Image, People also ask"
birthday party stores in utah,79,79,30,70.98,0,https://www.dunkindonuts.com/,0,0,0,0,97,"[14,14,71,0,14,14,0,0,0,14,14,100]",8/5/2020,"Local pack, Image pack, Site links, Reviews, Video, FAQ"
hampton inn denver cherry creek glendale,99,99,30,88.18,0,https://www.dunkindonuts.com/,0,0,0,0,3950000,"[14,14,43,29,0,14,100,14,0,14,0,14]",8/17/2020,"Knowledge panel, Image pack, Reviews, Video, FAQ"
fall pinterest,96,96,720,99.31,0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,0,0,0,0,1670000000,"[13,55,100,83,25,2,2,1,2,2,2,4]",8/16/2020,"Image pack, Video Carousel"
latte and cappuccino cups,89,88,70,76.01,0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,0,0,0,1,7110000,"[33,33,33,33,33,100,33,33,67,33,33,33]",8/30/2020,"Image pack, Site links, Video, AdWords top, Video Carousel, FAQ"
free xmas cards via email,52,52,90,78.27,0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0,0,0,18400000,"[0,0,100,0,50,0,0,0,50,0,0,0]",8/15/2020,"Image pack, Reviews, AdWords top, People also ask"
brewery carson ca,85,85,30,80.05,0,https://www.dunkindonuts.com/,0,0,0,0.1,99,"[0,33,33,33,33,33,100,67,33,33,33,33]",8/14/2020,"Local pack, Image pack, Reviews, Video"
marion miami menu with prices,60,60,50,77.66,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,98,"[11,11,11,11,56,11,0,11,11,11,100,22]",8/18/2020,"Knowledge panel, Image pack, Site links, Reviews, Featured snippet"
cold brew peppermint mocha,21,21,30,79.19,0,https://news.dunkindonuts.com/blog/dunkin-return-peppermint-mocha-flavor,0,0,0,0.71,534000,"[20,0,20,20,20,20,20,20,100,100,40,60]",8/29/2020,"Image pack, Image, Video Carousel, People also ask"
tasty donuts menu,63,63,90,81.77,1.26,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,0,0,0,0.01,16800000,"[64,64,64,64,79,64,64,64,79,79,64,100]",8/6/2020,"Image pack, Reviews, Featured snippet, Image, Video Carousel"
tasty donuts menu,64,64,90,81.77,1.26,https://www.dunkindonuts.com/en/food-drinks,0,0,0,0.01,16800000,"[64,64,64,64,79,64,64,64,79,79,64,100]",8/6/2020,"Image pack, Reviews, Featured snippet, Image, Video Carousel"
are there carbs in bacon,59,59,170,85.25,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/bacon-egg-cheese,0,0,0,0,90,"[65,65,54,54,42,42,100,81,54,42,65,65]",8/13/2020,"Instant answer, Knowledge panel, Reviews, Video, Image, People also ask"
473 grove st newton ma,99,99,20,77.33,0,https://www.dunkindonuts.com/,0,0,0,0,1140000,"[0,29,0,14,0,14,14,29,14,14,14,100]",8/16/2020,Image pack
springfield tienda online,44,44,40,61.89,0,https://www.dunkindonuts.com/,0,0,0,0,10200000,"[0,0,20,20,40,20,20,20,20,100,80,100]",8/15/2020,"Site links, Reviews"
baskin robbins forest hill md,55,55,40,86.69,0,https://www.dunkindonuts.com/,0,0,0,0,71,"[14,14,43,43,43,14,100,14,0,0,14,14]",8/4/2020,"Knowledge panel, Image pack, Reviews"
emoji holiday card,68,68,30,82.15,0,https://news.dunkindonuts.com/news/holiday-celebration-continues-at-dunkin-donuts-with-seasonal-programs-and-promotions-with-live-nation-snapchat-masterpass-and-more,0,0,0,0,16100000,"[43,0,14,0,100,43,14,14,100,14,14,0]",8/15/2020,"Image pack, Reviews, Video, Video Carousel"
burger king amarillo menu,64,64,50,87.71,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,75,"[100,11,11,11,11,33,56,11,100,11,44,11]",8/26/2020,"Local pack, Image pack, Featured snippet"
doordash coffee,45,45,140,95.12,3.74,https://news.dunkindonuts.com/news/dunkin-donuts-tests-on-the-go-ordering-and-delivery-service-in-select-markets,0,0,0,0.21,46,"[42,42,54,42,42,42,42,54,81,100,65,65]",8/17/2020,"Reviews, Video, People also ask"
franklin park syracuse ny,95,95,50,81.78,0,https://www.dunkindonuts.com/,0,0,0,0.09,11000000,"[100,14,14,43,14,14,43,14,14,43,14,14]",8/15/2020,"Knowledge panel, Image pack, Site links, Reviews, Video"
how to make a starbucks doubleshot on ice,90,90,90,73.6,0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/espresso,0,0,0,0,182000,"[25,25,50,25,75,25,25,25,25,25,25,100]",8/18/2020,"Site links, Reviews, Image, Video Carousel, People also ask"
places that deliver near me and accept cash,37,37,50,85.82,2.02,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.59,670000000,"[14,29,14,100,14,43,14,14,14,14,14,71]",8/19/2020,"Local pack, Site links, Reviews, AdWords top, People also ask"
hot rewards,43,43,50,77.38,0,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0.03,422000000,"[29,14,14,14,14,14,14,14,14,100,43,71]",7/19/2020,"Image pack, Site links, Reviews, Video Carousel"
from my location to,49,49,590,88.49,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,18900000000,"[100,100,100,100,82,82,67,82,67,36,67,67]",8/16/2020,"Reviews, Video Carousel, FAQ"
winner america's got talent 2019,52,52,320,92.38,0,https://news.dunkindonuts.com/blog/Americas-got-talent-design-a-cup,0,0,0,0,63100000,"[2,5,100,5,1,3,7,7,1,1,2,2]",8/18/2020,"Knowledge panel, Image pack, Tweet, Video, Video Carousel, People also ask"
buy here pay here manchester ct,96,96,140,54.28,1.03,https://www.dunkindonuts.com/,0,0,0,0.6,7200000,"[100,65,54,54,42,42,35,54,27,35,54,54]",8/14/2020,"Local pack, Image pack, Site links, Reviews"
home fries nutritional information,62,62,30,82.19,0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/hashbrowns,0,0,0,0,10700000,"[14,14,14,14,14,71,29,100,14,14,14,29]",8/17/2020,"Reviews, Featured snippet, Image, People also ask"
apple store mckinney tx,98,98,110,82.29,0.88,https://www.dunkindonuts.com/en/menu,0,0,0,0.07,1820000,"[82,65,65,100,65,100,65,53,29,24,41,65]",8/25/2020,"Local pack, Image pack, Reviews, People also ask"
veterans day clarksville tn,91,91,30,64.57,0,https://www.dunkindonuts.com/,0,0,0,0,499000,"[0,15,0,12,4,0,19,100,35,0,0,0]",8/19/2020,"Image pack, Site links, Video Carousel, People also ask"
give me directions to dunkin donuts,3,3,170,74.89,0,https://www.dunkindonuts.com/en/locations,3,0,0,0,5260000,"[33,100,100,100,100,100,81,100,81,52,52,81]",8/13/2020,"Instant answer, Site links, Reviews, Video"
cookie nutrition facts,98,98,720,81.9,0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0,0,0.03,0,"[39,48,88,100,88,88,88,88,72,72,59,72]",8/17/2020,"Knowledge panel, Carousel, Reviews, Featured snippet, Image, People also ask"
ut girl day,83,83,140,75.87,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,108000000,"[2,3,4,7,5,7,26,100,4,2,1,1]",8/22/2020,"Image pack, Reviews, Video, Video Carousel"
where to buy donuts near me,7,7,210,75.5,1.81,https://www.dunkindonuts.com/en/locations,8,0,15,0.3,136000000,"[66,66,66,100,66,81,53,66,66,53,81,100]",8/15/2020,"Local pack, Site links, Reviews, Image, People also ask"
where to buy donuts near me,8,8,210,75.5,1.81,https://www.dunkindonuts.com/,6,0,11,0.3,136000000,"[66,66,66,100,66,81,53,66,66,53,81,100]",8/15/2020,"Local pack, Site links, Reviews, Image, People also ask"
drink o pop ingredients,92,92,50,71.63,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,26000000,"[100,0,0,0,0,0,0,0,0,0,0,100]",8/26/2020,"Image pack, Reviews, Featured snippet, Image, Video Carousel"
breakfast brighton mi,92,92,210,85.28,0,https://www.dunkindonuts.com/,0,0,0,0.05,59,"[81,81,100,100,81,100,66,66,34,6,22,44]",8/22/2020,"Local pack, Image pack, Reviews, Video"
grubhub bend,45,45,210,92.14,2.4,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.23,51,"[8,23,35,19,19,19,44,15,81,100,81,44]",8/22/2020,"Image pack, Reviews, Video, AdWords bottom"
panera del mar ca,61,61,50,82.85,0,https://www.dunkindonuts.com/,0,0,0,0,74,"[50,50,50,50,50,0,50,0,50,100,50,50]",8/15/2020,"Local pack, Image pack, Reviews, Video, AdWords top, FAQ"
donut shop houston,85,85,210,79.4,0,https://www.dunkindonuts.com/,0,0,0,0.12,16700000,"[100,65,54,81,65,54,100,100,65,65,81,100]",8/29/2020,"Local pack, Image pack, Site links, Video, Video Carousel"
sign now application,62,62,50,82.24,3.09,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0,0,0.29,2680000000,"[11,22,11,0,44,11,33,11,11,100,11,11]",8/22/2020,"Site links, Reviews, AdWords top, People also ask"
york me cliff walk,98,98,70,68.98,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,28500000,"[100,14,29,29,29,14,14,14,14,57,14,14]",8/26/2020,"Image pack, Site links, Reviews, Video, AdWords top"
duncan the donut,19,19,30,83.81,0,https://www.dunkindonuts.com/,0,0,0,0,1820000,"[33,11,11,100,22,11,11,11,22,11,78,11]",8/19/2020,"Knowledge panel, Site links, Reviews, Video, Image"
uconn catering menu,79,79,40,72.09,0,https://www.dunkindonuts.com/,0,0,0,0,718000,"[33,33,33,33,33,67,100,67,33,33,33,67]",8/22/2020,"Image pack, Reviews"
starbucks syrup calories,74,74,720,86.13,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0,0,0.04,0,"[67,67,82,82,100,67,100,82,55,36,82,100]",8/24/2020,"Carousel, Image pack, Site links, Reviews, Featured snippet, Image, People also ask"
delivery 85259,64,64,50,79.94,0,https://www.dunkindonuts.com/,0,0,0,0.04,73,"[0,0,50,0,0,0,0,0,50,100,50,50]",8/16/2020,"Local pack, Image pack"
jobs near me full time near me,59,59,30,91.22,0,https://www.dunkindonuts.com/en/careers,0,0,0,0.2,11440000000,"[25,75,100,25,50,25,25,25,25,25,25,25]",8/16/2020,"AdWords top, Jobs search, People also ask, FAQ"
dunkin donuts 2 dollar menu,4,4,30,88.85,0,https://news.dunkindonuts.com/news/dunkin-donuts-doubles-down-on-value-with-launch-of-new-dunkin-go2s,0,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
dunkin donuts 2 dollar menu,7,7,30,88.85,0,https://news.dunkindonuts.com/blog/dunkin-deals-happy-hour,0,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
dunkin donuts 2 dollar menu,1,1,30,88.85,0,https://news.dunkindonuts.com/news/dunkin-brings-new-go2s-value-menu-choices-to-its-january-menu,24,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
dunkin donuts 2 dollar menu,3,3,30,88.85,0,https://www.dunkindonuts.com/en/menu,0,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
dunkin donuts 2 dollar menu,5,5,30,88.85,0,https://www.dunkindonuts.com/en/menu/offers-promotions,0,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
dunkin donuts 2 dollar menu,2,2,30,88.85,0,https://news.dunkindonuts.com/blog/dunkin-go-2-s,0,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
dunkin donuts 2 dollar menu,6,6,30,88.85,0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,0,0,0,0,1290000,"[14,71,100,14,14,43,14,14,14,14,14,14]",8/18/2020,"Reviews, Featured snippet, People also ask"
bowling cerca de mi ubicación,47,47,50,66.3,0,https://www.dunkindonuts.com/,0,0,0,0,82,"[0,0,0,25,25,25,50,25,25,50,75,100]",8/24/2020,"Local pack, Image pack, Reviews"
problems reloading starbucks app,81,81,90,85.17,0,https://www.dunkindonuts.com/en/about/contact-us/faqs,0,0,0,0,551000,"[0,0,50,0,25,25,0,0,25,50,100,25]",8/19/2020,"Image pack, Reviews, Video, Featured snippet, AdWords top, People also ask"
can i drive 200 miles on a donut,56,56,320,80.13,0,https://www.dunkindonuts.com/,0,0,0,0,93,"[0,0,0,0,81,100,100,100,100,81,81,67]",7/24/2020,"Site links, Reviews, Video, Featured snippet, People also ask"
oakland restaurants open late,98,98,140,86.49,0,https://www.dunkindonuts.com/en/locations,0,0,0,0.02,7860000,"[65,100,81,54,65,54,65,65,54,8,15,27]",8/16/2020,"Local pack, Reviews, AdWords top, FAQ"
nutrition facts morning star veggie burger,71,0,40,84.14,0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0,0,0.21,524000,"[56,11,11,11,11,11,11,11,11,100,11,22]",8/30/2020,"Image pack, Video, Featured snippet, People also ask"
how many shots of espresso are in a cappuccino,1,1,70,78.57,0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,32,0,0,0.02,1610000,"[0,0,0,0,0,0,0,0,14,14,14,100]",8/18/2020,"Site links, Reviews, Video, Featured snippet, Image, AdWords top, People also ask, FAQ"
juice pod springfield pa,43,43,590,76.53,0.63,https://www.dunkindonuts.com/en/menu,0,0,0,0.14,57,"[0,0,0,0,100,53,38,21,46,46,38,17]",8/18/2020,"Knowledge panel, Image pack, Site links, Reviews"
starbucks sanford nc hours,40,40,90,88.61,0,https://www.dunkindonuts.com/,0,0,0,0,48,"[50,50,25,25,25,25,25,100,25,75,25,25]",8/23/2020,"Knowledge panel, Image pack, Reviews"
coffee schaumburg,79,79,140,82.72,0,https://www.dunkindonuts.com/,0,0,0,0.01,75,"[35,65,81,54,100,100,81,81,35,12,8,42]",8/14/2020,"Local pack, Image pack, Site links, Reviews, Video Carousel"
chicago to norfolk distance,91,91,50,81.22,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,8420000,"[100,20,20,20,20,20,20,20,80,40,80,40]",8/17/2020,"Instant answer, Reviews, FAQ"
belgian sandwich recipes,73,73,20,78.94,0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0,0,0.02,30000000,"[80,40,20,20,20,20,100,20,20,20,20,40]",8/17/2020,"Image pack, Reviews, Video, Image"
mcdonalds hash brown calories,59,60,9900,81.66,0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/hashbrowns,0,0,0,0.01,189000,"[82,82,82,82,82,82,82,82,82,100,100,67]",8/30/2020,"Instant answer, Knowledge panel, Image pack, Image, Video Carousel, People also ask"
espresso love boston,92,92,320,84.34,0,https://www.dunkindonuts.com/,0,0,0,0.04,10200000,"[81,100,81,100,81,54,67,67,54,29,23,29]",8/25/2020,"Knowledge panel, Image pack, Site links, Reviews, Video, AdWords top"
how to keep glazed donuts from sweating,47,47,30,68.25,0,https://news.dunkindonuts.com/blog/dunkin-reveals-the-six-finalists-of-the-ddtopchef-recipe-contest,0,0,0,0.1,1120000,"[25,25,25,25,25,25,25,50,25,25,100,100]",8/14/2020,"Site links, Reviews, Featured snippet, Image, People also ask"
friday happy hour deals near me,44,44,50,77.2,1.78,https://news.dunkindonuts.com/blog/dunkin-deals-happy-hour,0,0,0,0.18,1370000000,"[40,20,100,20,40,20,40,40,20,20,20,20]",8/16/2020,"Local pack, Reviews, People also ask"
all american barber shop lodi ca,41,41,20,72.12,0,https://www.dunkindonuts.com/,0,0,0,0.04,85,"[11,100,11,22,11,11,44,33,22,11,11,11]",8/15/2020,"Knowledge panel, Image pack, Reviews"
t mobile tuesday code,70,70,390,87.56,0.28,https://news.dunkindonuts.com/blog/dunkin-tmobile-tuesday-free-latte,0,0,0,0.02,321000000,"[6,3,31,25,100,17,17,11,6,6,11,14]",8/23/2020,"Image pack, Reviews, Video Carousel, People also ask, FAQ"
symbol cafe taksim,69,69,30,76.15,0,https://www.dunkindonuts.com/,0,0,0,0,74,"[0,0,0,0,100,20,0,20,0,0,20,20]",8/16/2020,"Knowledge panel, Image pack, Reviews, Video"
donut places in charlotte nc,30,30,40,77.56,0,https://www.dunkindonuts.com/,0,0,0,0.05,27,"[50,50,100,50,100,50,100,50,50,50,50,50]",8/27/2020,"Local pack, Image pack, Site links"
how many carbs in a cup of sugar,84,84,480,83.23,0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0,0,0,35100000,"[67,67,67,54,67,54,82,67,67,82,100,82]",8/18/2020,"Instant answer, Knowledge panel, Reviews, Video, Image, People also ask"
reese's sauce,66,66,140,84.79,0,https://news.dunkindonuts.com/blog/the-final-rees-cipe:-reesesR-peanut-butter-square-parfait,0,0,0,1,2430000,"[52,67,67,67,52,33,52,52,67,100,81,100]",8/15/2020,"Image pack, Reviews, Image, Video Carousel"
coffee shop with a view near me,39,39,140,81.64,0,https://www.dunkindonuts.com/,0,0,0,0.04,4710000000,"[34,53,53,66,53,44,44,100,28,6,9,13]",8/20/2020,"Local pack, AdWords top"
hannibal cannibal run,84,84,90,62.2,0,https://www.dunkindonuts.com/,0,0,0,0,86,"[14,29,100,14,14,71,0,14,14,14,14,14]",8/28/2020,"Site links, Video, Video Carousel"
vanilla chai mix,62,62,70,76.73,0,https://www.dunkindonuts.com/en/menu/teas-and-more/vanilla-chai,0,0,0,1,7350000,"[5,3,3,3,3,3,3,100,3,5,5,3]",8/28/2020,"Image, Video Carousel, People also ask"
taurine monster halal,49,49,50,76.12,0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,0,0,0,0,99,"[0,0,50,25,25,100,0,25,25,100,0,0]",8/14/2020,"Image pack, Reviews, Video, Featured snippet, People also ask"
what food does grubhub deliver,30,30,20,90.76,2.02,https://www.dunkindonuts.com/en/dunkin-delivers,0,0,0,0.4,88,"[11,56,100,11,11,11,11,11,11,11,11,11]",8/26/2020,"Image pack, Site links, Reviews, Video, Featured snippet, AdWords top, People also ask"
jobs hiring in snellville ga,89,89,210,83.73,0.45,https://www.dunkindonuts.com/en/careers,0,0,0,0.15,333000,"[100,54,54,44,44,44,67,54,44,44,67,67]",8/29/2020,"AdWords bottom, Jobs search"
tarte rewards shop,60,60,70,84.57,1.16,https://www.dunkindonuts.com/en/dd-perks,0,0,0,0.66,62,"[100,27,9,9,9,18,9,27,9,45,9,64]",8/19/2020,"Image pack, Reviews, Video, AdWords top, People also ask, FAQ"
distance from oakland to denver,59,59,40,78.79,0,https://www.dunkindonuts.com/en/locations,0,0,0,0,76,"[100,20,60,60,80,20,20,20,20,20,20,20]",8/16/2020,"Instant answer, Image pack, Reviews, AdWords top, FAQ"
ready set breakfast,80,80,40,73.68,0,https://news.dunkindonuts.com/news/dunkin-brings-new-go2s-value-menu-choices-to-its-january-menu,0,0,0,0.04,452000000,"[100,33,33,33,33,33,33,33,33,33,100,33]",8/18/2020,"Image pack, Reviews, Video, Image, Video Carousel, People also ask"
