,Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Timestamp
173,macchiato vs latte,2,2,12100,71.48,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1573,0.02,0,0.01,37600000,8/30/2020
174,dunkin donuts jobs near me,1,1,1900,81.64,1.26,https://www.dunkindonuts.com/en/careers,1520,0.02,1915,0.09,91,8/18/2020
175,dunkin donuts breakfast sandwiches,1,1,1600,86.46,2.26,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,1280,0.02,2892,0.19,1710000,8/18/2020
176,cappuccino vs latte,5,7,27100,74.55,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1355,0.02,0,0.26,74900000,8/30/2020
177,does dunkin deliver,1,1,1600,88.71,1.72,https://www.dunkindonuts.com/en/dunkin-delivers,1280,0.02,2201,0.33,76,8/18/2020
178,dunkin donuts cerca de mi,1,1,1900,79.9,0.0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0.01,61,8/16/2020
179,dunkin donuts national coffee day,1,1,1600,86.68,4.45,https://news.dunkindonuts.com/blog/blog_custom-20180927,1280,0.02,5696,0.07,91,8/18/2020
180,dunkin donuts menu nutrition,1,1,1600,79.79,0.0,https://www.dunkindonuts.com/en/menu/nutrition,1280,0.02,0,0.01,0,8/14/2020
181,dunkin drink menu,1,1,1600,90.81,0.0,https://www.dunkindonuts.com/en/food-drinks,1280,0.02,0,0.01,26000000,8/14/2020
182,dunkin donuts flavor shots,1,1,1900,87.8,2.19,https://news.dunkindonuts.com/blog/blog_custom-20180802-6709579,1520,0.02,3328,0.37,203000,8/17/2020
183,where is the closest dunkin donuts,1,1,1600,81.5,2.53,https://www.dunkindonuts.com/en/locations,1280,0.02,3238,0.01,32400000,8/15/2020
184,dunkin donuts headquarters,1,1,1600,75.11,0.0,https://www.dunkindonuts.com/en/about/contact-us,1280,0.02,0,0.0,687000,8/20/2020
185,chocolate glazed donut dunkin,1,1,1600,86.72,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1280,0.02,0,0.01,339000,8/18/2020
186,dunkin donuts hours,3,3,74000,84.41,1.19,https://www.dunkindonuts.com/en/menu,1332,0.02,1585,0.0,31800000,8/30/2020
187,dunkin open near me,1,1,1600,85.2,0.0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0.0,29100000,8/16/2020
188,dunkin donuts cake,1,1,1900,87.03,1.65,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1520,0.02,2508,0.05,4300000,8/19/2020
189,dunkin free coffee,1,1,1600,82.67,2.52,https://news.dunkindonuts.com/news/dd-perks-free-coffee-mondays-and-free-donut-fridays,1280,0.02,3225,0.09,10500000,8/22/2020
190,dunkin donuts frappe,1,1,1900,88.87,0.0,https://www.dunkindonuts.com/en/menu/frozen-drinks,1520,0.02,0,0.01,76,8/28/2020
191,dunkin donuts hours open,1,1,1900,89.1,0.0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0.01,31800000,8/25/2020
192,24 hour dunkin,1,1,1900,84.53,0.0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0.0,11300000,8/30/2020
193,dunkin calories,1,1,1600,84.23,0.0,https://www.dunkindonuts.com/en/menu/nutrition,1280,0.02,0,0.0,0,8/15/2020
194,dunkin donuts halloween,1,1,1900,85.98,0.0,https://news.dunkindonuts.com/news/dunkin-dresses-up-its-donuts-this-month-with-more-than-a-dozen-halloween-inspired-names-and-designs,1520,0.02,0,0.03,1570000,8/17/2020
195,dunkin order online,1,1,1900,86.22,1.99,https://www.dunkindonuts.com/,1520,0.02,3024,0.1,17400000,8/29/2020
196,dunkin latte,1,1,1600,81.53,1.36,https://news.dunkindonuts.com/blog/what-is-signature-latte-dunkin,1280,0.02,1740,0.12,2960000,8/17/2020
197,what's a macchiato,1,1,3600,78.85,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1692,0.02,0,0.01,25000000,8/19/2020
198,dunkin donuts rewards,1,1,1600,82.88,1.81,https://www.dunkindonuts.com/en/dd-perks,1280,0.02,2316,0.02,1190000,8/18/2020
199,dunkin donuts coffee cup,1,1,1300,88.54,2.11,https://www.dunkindonuts.com/en/shop,1040,0.01,2194,1.0,3820000,8/18/2020
200,matcha latte dunkin donuts,1,1,1000,86.22,3.46,https://news.dunkindonuts.com/blog/dunkin-the-story-behind-matcha,800,0.01,2768,0.1,230000,8/30/2020
201,dunkin donuts power breakfast sandwich,1,1,1300,79.65,5.49,https://news.dunkindonuts.com/blog/what-is-power-breakfast-sandwich,1040,0.01,5709,0.16,84,8/26/2020
202,the closest dunkin donuts,1,1,880,85.74,0.0,https://www.dunkindonuts.com/en/locations,704,0.01,0,0.01,28200000,8/22/2020
203,dunkin bagels,1,1,1000,87.47,5.2,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/bagels,800,0.01,4160,0.13,1930000,8/14/2020
204,dunks near me,1,1,2400,86.45,0.0,https://www.dunkindonuts.com/en/locations,1128,0.01,0,0.02,180000000,8/16/2020
205,dunkin perks,1,1,880,86.68,2.39,https://www.dunkindonuts.com/en/dd-perks,704,0.01,1682,0.01,706000,8/18/2020
206,dunkin donuts cost,1,1,880,80.03,0.0,https://www.dunkindonuts.com/en/menu,704,0.01,0,0.01,7700000,8/11/2020
207,dunkin donuts around me,1,1,1300,85.29,0.0,https://www.dunkindonuts.com/en/locations,1040,0.01,0,0.01,92,8/15/2020
208,dunkin donuts veterans day,1,1,1000,83.46,0.0,https://news.dunkindonuts.com/news/dunkin-serves-a-sweet-thank-you-on-veterans-day-free-donut-to-all-veterans-and-active-duty-military-on-november-11,800,0.01,0,0.0,536000,8/15/2020
209,dunkin donuts cappuccino,1,1,1000,82.97,5.08,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/cappuccino,800,0.01,4064,0.25,574000,8/15/2020
210,dunkin donuts check balance,1,1,1000,76.57,0.0,https://www.dunkindonuts.com/en/dd-cards/check-balance,800,0.01,0,0.0,28600000,8/16/2020
211,caramel iced coffee dunkin,1,1,1000,84.24,4.73,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,800,0.01,3784,0.2,554000,8/23/2020
212,dunkin donuts macchiato,1,1,880,85.5,4.95,https://news.dunkindonuts.com/news/macchiato-on-the-menu-at-dunkin-donuts,704,0.01,3484,0.12,298000,8/15/2020
213,dunkin donuts valentines,1,1,880,85.54,0.0,https://news.dunkindonuts.com/blog/dunkin-valentines-day,704,0.01,0,0.04,423000,8/22/2020
214,first dunkin donuts,1,1,880,87.85,0.0,https://news.dunkindonuts.com/blog/blog_custom-20180718,704,0.01,0,0.0,14600000,8/28/2020
215,dunkin donuts wifi,1,1,880,79.35,7.22,https://www.dunkindonuts.com/en/terms-of-use,704,0.01,5082,0.03,1090000,8/18/2020
216,dunkin pumpkin,1,1,1000,85.04,0.0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,800,0.01,0,0.39,7230000,8/18/2020
217,dunkin donuts corporate number,1,1,1000,84.29,0.0,https://www.dunkindonuts.com/en/about/contact-us/faqs,800,0.01,0,0.02,32,8/19/2020
218,dunkin donuts tucson,1,1,1300,88.52,0.0,https://www.dunkindonuts.com/,1040,0.01,0,0.0,81,8/15/2020
219,iced coffee calories,1,1,1300,86.1,5.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-coffee,611,0.01,3055,0.01,8450000,7/30/2020
220,frozen hot chocolate dunkin,1,1,1000,84.27,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/hot-chocolate-frozen,800,0.01,0,0.03,1040000,8/17/2020
221,dunkin donuts coffee menu,3,3,8100,90.15,5.26,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,729,0.01,3834,0.11,8100000,8/30/2020
222,dunkin donuts coffee menu,2,2,8100,90.15,5.26,https://www.dunkindonuts.com/en/menu,1053,0.01,5538,0.11,8100000,8/30/2020
223,new dunkin donuts,1,1,1000,88.68,0.83,https://news.dunkindonuts.com/news,800,0.01,664,0.01,29100000,8/16/2020
224,dunkin donuts san antonio,1,1,1000,89.36,0.0,https://www.dunkindonuts.com/,800,0.01,0,0.0,89,8/15/2020
225,dunkin donuts colorado springs,1,1,880,91.33,0.0,https://www.dunkindonuts.com/,704,0.01,0,0.0,321000,8/22/2020
226,donuts donuts,1,1,1000,76.61,1.44,https://www.dunkindonuts.com/en/menu/donuts/donuts,800,0.01,1152,0.12,106000000,8/17/2020
227,dunkin iced latte,1,1,1300,83.23,5.12,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,1040,0.01,5324,0.11,686000,8/20/2020
228,24 hour dunkin near me,1,1,1000,89.1,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.0,79,8/15/2020
229,beyond meat dunkin donuts,1,1,1000,87.36,0.0,https://news.dunkindonuts.com/blog/dunkin-beyond-meat-sausage-breakfast,800,0.01,0,0.01,572000,8/18/2020
230,frozen chocolate,1,1,1600,86.62,3.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/hot-chocolate-frozen,752,0.01,2256,0.37,993000000,8/21/2020
231,dunkin donuts main street,1,1,1000,79.41,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.02,14100000,8/15/2020
232,what is a coolatta,1,1,1300,85.78,0.0,https://news.dunkindonuts.com/blog/what-is-coolatta-dunkin,611,0.01,0,0.0,131000,8/28/2020
233,dunkin donuts burrito bowl,1,1,1000,86.14,0.0,https://news.dunkindonuts.com/news/dunkin-launches-new-burrito-bowls-to-help-guests-power-through-fall,800,0.01,0,0.01,76,8/17/2020
234,dunkin donuts espresso,1,1,1000,86.08,5.03,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/espresso,800,0.01,4024,1.0,1680000,8/18/2020
235,dunkin donuts menu calories,1,1,1300,84.6,0.0,https://www.dunkindonuts.com/en/menu/nutrition,1040,0.01,0,0.0,0,8/14/2020
236,what time does dunkin open,1,1,1000,87.56,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.0,35600000,8/18/2020
237,donut menu,1,1,1000,62.01,1.27,https://www.dunkindonuts.com/en/menu,800,0.01,1016,0.06,113000000,8/20/2020
238,dunkin donuts new flavors,1,1,1300,90.7,2.03,https://news.dunkindonuts.com/news,1040,0.01,2111,0.01,29800000,8/17/2020
239,dunkin power breakfast sandwich,1,1,880,81.46,2.72,https://news.dunkindonuts.com/blog/what-is-power-breakfast-sandwich,704,0.01,1914,0.15,74,8/22/2020
240,directions to the nearest dunkin donuts,1,1,1000,82.93,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.01,90,8/22/2020
241,david hoffmann,1,1,1600,80.54,0.0,https://news.dunkindonuts.com/about/leadership/david-hoffmann,752,0.01,0,0.01,87400000,8/16/2020
242,dunkin donuts balance,1,1,880,81.26,0.0,https://www.dunkindonuts.com/en/dd-cards/check-balance,704,0.01,0,0.0,1430000,8/16/2020
243,dunkin donuts coffee mugs,1,1,880,87.23,1.21,https://www.dunkindonuts.com/en/shop,704,0.01,851,1.0,391000,8/17/2020
244,how many calories in a dunkin donut,1,1,1300,82.97,0.0,https://www.dunkindonuts.com/en/menu/nutrition,1040,0.01,0,0.0,0,8/16/2020
245,dunkin donuts website,1,1,1000,74.39,1.48,https://www.dunkindonuts.com/,800,0.01,1184,0.07,15300000,8/15/2020
246,frozen chocolate dunkin,1,1,880,83.95,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/hot-chocolate-frozen,704,0.01,0,0.05,2020000,8/26/2020
247,dunkin pumpkin spice,1,1,1000,86.55,0.0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,800,0.01,0,1.0,8090000,8/18/2020
248,coffee,44,47,2740000,87.27,2.9,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,822,0.01,2383,0.14,2900000000,8/30/2020
249,dunkin donuts chaska,1,1,880,80.43,0.0,https://www.dunkindonuts.com/en/locations,704,0.01,0,0.02,91,8/18/2020
250,donuts open near me,3,3,6600,71.65,2.22,https://www.dunkindonuts.com/en/locations,594,0.01,1318,0.08,136000000,8/30/2020
251,dunkin donuts pink velvet,1,1,880,81.05,0.0,https://news.dunkindonuts.com/news/valentines-day-dunkin,704,0.01,0,0.03,413000,8/17/2020
252,dunkaccino,3,3,6600,87.22,0.0,https://www.dunkindonuts.com/en/menu/teas-and-more/hot-chocolate,594,0.01,0,0.0,98,8/30/2020
253,dunkin holiday drinks,1,1,1000,86.25,0.0,https://news.dunkindonuts.com/news/holiday-menu-extra-joy-included-dunkin-unwraps-its-largest-ever-holiday-lineup,800,0.01,0,0.0,956000,8/27/2020
254,how to make dunkin donuts iced coffee,1,1,880,78.94,1.59,https://news.dunkindonuts.com/blog/how-to-make-dunkin-iced-coffee,704,0.01,1119,0.38,753000,8/19/2020
255,dunkin donuts pumpkin spice coffee,1,1,880,88.54,1.69,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,704,0.01,1189,1.0,391000,8/17/2020
256,dunkin donuts store,1,1,1300,84.89,0.57,https://www.dunkindonuts.com/en/shop,1040,0.01,592,0.03,24800000,8/16/2020
257,vanilla bean coolatta,1,1,1900,81.96,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/coolatta,893,0.01,0,0.0,43,8/17/2020
258,www dunkindonuts com,1,1,880,83.48,0.35,https://www.dunkindonuts.com/,704,0.01,246,0.06,17600000,8/16/2020
259,find dunkin donuts near me,1,1,880,82.7,0.0,https://www.dunkindonuts.com/en/locations,704,0.01,0,0.01,32100000,8/18/2020
260,call dunkin donuts,1,1,1000,85.16,0.0,https://www.dunkindonuts.com/en/about/contact-us,800,0.01,0,0.0,10700000,8/19/2020
261,dunkin jobs,1,1,1000,80.19,0.41,https://www.dunkindonuts.com/en/careers,800,0.01,328,0.05,16600000,8/19/2020
262,dunkin donuts perks,1,1,1300,86.0,1.92,https://www.dunkindonuts.com/en/dd-perks,1040,0.01,1996,0.02,407000,8/22/2020
263,dunkin donuts frozen hot chocolate,1,1,1000,82.34,3.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/hot-chocolate-frozen,800,0.01,2400,0.02,828000,8/20/2020
264,dunkin donuts plant based,1,1,1000,85.93,0.0,https://news.dunkindonuts.com/blog/dunkin-beyond-meat-sausage-breakfast,800,0.01,0,0.0,1740000,8/25/2020
265,dunkin donuts el paso,1,1,1000,92.05,0.0,https://www.dunkindonuts.com/,800,0.01,0,0.0,91,8/21/2020
266,pink velvet dunkin donuts coffee,1,1,1300,80.1,0.0,https://news.dunkindonuts.com/news/valentines-day-dunkin,1040,0.01,0,0.12,409000,8/18/2020
267,dunkin flavor shots,1,1,1000,87.39,0.0,https://news.dunkindonuts.com/blog/blog_custom-20180802-6709579,800,0.01,0,0.19,338000,8/26/2020
268,dunkin bingo,1,1,1300,72.35,0.0,https://news.dunkindonuts.com/blog/dunkin-bingo,1040,0.01,0,0.04,1220000,8/25/2020
269,kit kat coolatta,1,1,1900,87.93,0.0,https://news.dunkindonuts.com/news/enjoy-a-sweet-escape-at-dunkin-with-new-hershey-candy-flavors,893,0.01,0,0.09,5,8/26/2020
270,dunkin donuts 2 6,1,1,880,89.49,0.0,https://news.dunkindonuts.com/blog/dunkin-deals-happy-hour,704,0.01,0,0.0,24300000,8/16/2020
271,dunkin donuts box,1,1,1000,85.83,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/box-o-joe,800,0.01,0,0.1,11600000,8/15/2020
272,dunkin donuts coolatta flavors,1,1,880,89.89,5.69,https://news.dunkindonuts.com/blog/what-is-coolatta-dunkin,704,0.01,4005,0.13,66900,8/17/2020
273,dunkin donuts christmas hours,2,2,8100,80.63,0.0,https://www.dunkindonuts.com/en/locations,1053,0.01,0,0.0,92,8/30/2020
274,dunkin customer service,1,1,880,84.74,0.0,https://www.dunkindonuts.com/en/about/contact-us,704,0.01,0,0.0,8600000,8/18/2020
275,dunkin macchiato,1,1,880,85.99,4.99,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,704,0.01,3512,0.11,365000,8/29/2020
276,dunkin donuts okc,1,1,1300,88.1,1.27,https://www.dunkindonuts.com/en/menu,1040,0.01,1320,0.01,78,8/16/2020
277,dunkin donuts frappuccino,1,1,880,86.37,0.0,https://www.dunkindonuts.com/en/menu/frozen-drinks,704,0.01,0,0.02,230000,8/23/2020
278,dunkin donuts flavors,3,3,12100,86.07,2.03,https://www.dunkindonuts.com/en/menu,1089,0.01,2210,0.02,0,8/30/2020
279,dunkin donuts valentine's day,1,1,880,86.23,0.0,https://news.dunkindonuts.com/blog/dunkin-valentines-day,704,0.01,0,0.0,526000,8/26/2020
280,dunkin donuts pumpkin spice latte,1,1,880,86.68,4.51,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,704,0.01,3175,0.42,201000,8/16/2020
281,what's a matcha latte,1,1,1300,87.2,3.46,https://news.dunkindonuts.com/news/make-way-for-matcha-lattes-at-dunkin,611,0.01,2114,0.04,19300000,8/17/2020
282,dunkin donuts ceo,1,1,1300,81.85,0.0,https://news.dunkindonuts.com/news/david-hoffmann-named-dunkin-brands-ceo-nigel-travis-appointed-executive-chairman,1040,0.01,0,0.0,2000000,8/13/2020
283,dunkin donuts bavarian cream,1,1,880,83.6,0.0,https://news.dunkindonuts.com/blog/boston-kreme-vs-bavarian-kreme-vs-bismark-whats-the-difference,704,0.01,0,0.0,59,8/16/2020
284,places that deliver near me,20,25,201000,90.06,2.98,https://www.dunkindonuts.com/en/dunkin-delivers,603,0.01,1796,0.35,1310000000,8/30/2020
285,dunkin donuts milkshake,1,1,880,86.89,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,704,0.01,0,0.01,364000,8/25/2020
286,snackin bacon,1,1,1300,89.29,0.0,https://news.dunkindonuts.com/blog/dunkins-new-snackin-bacon,611,0.01,0,0.01,748000,8/15/2020
287,www sippeelwin com,2,2,6600,74.5,0.0,https://news.dunkindonuts.com/blog/dunkin-sip-peel-win,858,0.01,0,0.0,2950,8/30/2020
288,dunkin donuts glazed donut,1,1,1300,86.78,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1040,0.01,0,0.02,441000,8/17/2020
289,dunkin doughtnuts,1,1,1000,90.33,2.17,https://www.dunkindonuts.com/,800,0.01,1736,0.04,4140000,8/17/2020
290,dunkin donuts sign,1,1,880,89.81,1.46,https://www.dunkindonuts.com/en/sign-in,704,0.01,1027,0.55,33800000,8/23/2020
291,what is a latte,7,8,27100,73.84,0.82,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1084,0.01,888,0.0,179000000,8/30/2020
292,dunkin donuts iced caramel latte,1,1,880,84.06,3.79,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,704,0.01,2668,0.11,223000,8/16/2020
293,dunkin smoothies,1,1,880,83.92,0.0,https://news.dunkindonuts.com/news/summer-brings-new-fruit-smoothies-to-dunkin-donuts,704,0.01,0,0.01,78,8/24/2020
294,dunkin donuts omaha,1,1,1300,84.29,1.88,https://www.dunkindonuts.com/,1040,0.01,1955,0.01,99,8/16/2020
295,dunkin donuts latte flavors,1,1,880,87.37,3.91,https://news.dunkindonuts.com/blog/what-is-signature-latte-dunkin,704,0.01,2752,0.11,289000,8/21/2020
296,pink velvet macchiato,1,1,1300,81.13,0.0,https://news.dunkindonuts.com/blog/the-story-behind-our-pink-velvet-signature-latte-and-macchiato,611,0.01,0,0.1,96,8/15/2020
297,coffee nearby,18,0,201000,77.04,5.79,https://www.dunkindonuts.com/,603,0.01,3491,0.26,2780000000,8/31/2020
298,dunkin near me now,1,1,1000,81.68,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.01,86,8/28/2020
299,dunkin bowls,1,1,1000,86.72,0.0,https://news.dunkindonuts.com/news/dunkin-further-powers-up-its-menu-with-two-new-dunkin-bowls-sausage-scramble-bowl-and-egg-white-bowl,800,0.01,0,0.01,4720000,8/18/2020
300,coolatta,3,3,6600,86.13,4.94,https://news.dunkindonuts.com/blog/what-is-coolatta-dunkin,594,0.01,2934,0.01,285000,8/30/2020
301,coolatta,2,2,6600,86.13,4.94,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks,858,0.01,4238,0.01,285000,8/30/2020
302,dunkin donuts travel mug,1,1,1000,88.69,0.36,https://www.dunkindonuts.com/en/shop,800,0.01,288,1.0,415000,8/26/2020
303,dunkin nutrition facts,1,1,1300,83.92,0.0,https://www.dunkindonuts.com/en/menu/nutrition,1040,0.01,0,0.0,0,8/16/2020
304,dunkin donuts e gift card,1,1,1300,79.05,1.89,https://www.dunkindonuts.com/en/dd-cards/gift-cards,1040,0.01,1965,0.36,839000,8/27/2020
305,dunkin donuts chocolate,1,1,1300,86.81,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/hot-chocolate-frozen,1040,0.01,0,0.12,6540000,8/16/2020
306,where is dunkin donuts,1,1,1000,82.01,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.01,32800000,8/18/2020
307,dunkin deals,1,1,1300,86.25,1.76,https://www.dunkindonuts.com/en/menu/offers-promotions,1040,0.01,1830,0.02,7490000,8/15/2020
308,dunkin donuts breakfast hours,1,1,1000,83.86,1.59,https://www.dunkindonuts.com/en/menu,800,0.01,1272,0.05,33700000,8/18/2020
309,donut calories,6,5,14800,84.19,0.0,https://www.dunkindonuts.com/en/menu/nutrition,740,0.01,0,0.0,108000000,8/30/2020
310,dunkin donuts utah,1,1,880,86.09,0.0,https://www.dunkindonuts.com/en/locations,704,0.01,0,0.0,556000,8/17/2020
311,double chocolate donut dunkin,1,1,1000,79.97,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,800,0.01,0,0.0,523000,8/25/2020
312,dunkin donuts iced tea,1,1,1300,82.43,2.95,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-tea,1040,0.01,3068,0.22,1290000,8/2/2020
313,dunkin donuts oatmeal,1,1,880,88.22,5.38,https://news.dunkindonuts.com/blog/an-ode-to-oatmeal,704,0.01,3787,0.13,0,8/23/2020
314,dunkin donuts employment,1,1,1300,77.45,0.31,https://www.dunkindonuts.com/en/careers,1040,0.01,322,0.02,84,8/20/2020
315,dunkin donuts blueberry coffee,1,1,880,90.48,4.52,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,704,0.01,3182,1.0,610000,8/24/2020
316,dunkin donuts locations near me,1,1,1300,82.64,0.0,https://www.dunkindonuts.com/en/locations,1040,0.01,0,0.01,80,8/14/2020
317,dunkin donuts austin,1,1,1000,92.26,0.0,https://www.dunkindonuts.com/en/locations,800,0.01,0,0.0,1630000,8/25/2020
318,dunki,1,1,1900,87.41,0.0,https://www.dunkindonuts.com/en/menu,893,0.01,0,0.0,672000,8/18/2020
319,dunkin donuts time,1,1,880,85.99,0.0,https://www.dunkindonuts.com/en/locations,704,0.01,0,0.02,32000000,8/27/2020
320,hot,29,30,550000,94.78,4.55,https://www.dunkindonuts.com/en/menu/espresso-and-coffee,825,0.01,3753,0.0,7060000000,8/30/2020
321,dunkin donuts coffee calories,1,1,880,82.94,3.33,https://www.dunkindonuts.com/en/menu/nutrition,704,0.01,2344,0.04,0,8/21/2020
322,dunkin donuts 2 for 5,1,1,880,88.66,3.43,https://news.dunkindonuts.com/news/dunkin-brings-new-go2s-value-menu-choices-to-its-january-menu,704,0.01,2414,0.13,21900000,8/28/2020
323,dunkin donuts login,1,1,1300,78.1,1.55,https://www.dunkindonuts.com/en/sign-in,1040,0.01,1612,0.01,39500000,8/29/2020
324,dunkin glazed donut,1,1,1000,87.59,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,800,0.01,0,0.01,518000,8/15/2020
325,dunkin breakfast menu,1,1,1300,86.18,2.11,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,1040,0.01,2194,0.17,7100000,8/17/2020
